status,updated,numRaters,averageRate,author,binding,pages,publisher,title,url,author_info,summary,price,isbn13,isbn10
read,2010-03-06T14:08:13Z,2,0.0,Bernard Cornwell,Hardcover,464,Harper,Agincourt,https://book.douban.com/subject/3296778/,,"""The greatest writer of historical adventures today"" ( Washington Post ) tackles his richest, most thrilling subject yet—the heroic tale of Agincourt.       Young Nicholas Hook is dogged by a cursed past—haunted by what he has failed to do and banished for what he has done. A wanted man in England, he is driven to fight as a mercenary archer in France, where he finds two things he can love: his instincts as a fighting man, and a girl in trouble. Together they survive the notorious massacre at Soissons, an event that shocks all Christendom. With no options left, Hook heads home to England, where his capture means certain death. Instead he is discovered by the young King of England—Henry V himself—and by royal command he takes up the longbow again and dons the cross of Saint George. Hook returns to France as part of the superb army Henry leads in his quest to claim the French crown. But after the English campaign suffers devastating early losses, it becomes clear that Hook and his fellow archers are their king's last resort in a desperate fight against an enemy more daunting than they could ever have imagined.     One of the most dramatic victories in British history, the battle of Agincourt—immortalized by Shakespeare in  Henry V —pitted undermanned and overwhelmed English forces against a French army determined to keep their crown out of Henry's hands. Here Bernard Cornwell resurrects the legend of the battle and the ""band of brothers"" who fought it on October 25, 1415. An epic of redemption,  Agincourt  follows a commoner, a king, and a nation's entire army on an improbable mission to test the will of God and reclaim what is rightfully theirs. From the disasters at the siege of Harfleur to the horrors of the field of Agincourt, this exhilarating story of survival and slaughter is at once a brilliant work of history and a triumph of imagination—Bernard Cornwell at his best.",USD 27.99,9780061578915,0061578916
read,2010-03-01T09:56:29Z,148,9.0,Margaret Atwood,Paperback,544,Anchor Books,The Blind Assassin,https://book.douban.com/subject/1462628/,,"The Blind Assassin  opens with these simple, resonant words: ""Ten days after the war ended, my sister Laura drove a car off a bridge."" They are spoken by Iris, whose terse account of her sister's death in 1945 is followed by an inquest report proclaiming the death accidental. But just as the reader expects to settle into Laura?s story, Atwood introduces a novel-within-a-novel. Entitled  The Blind Assassin  ,  it is a science fiction story told by two unnamed lovers who meet in dingy backstreet rooms. When we return to Iris, it is through a 1947 newspaper article announcing the discovery of a sailboat carrying the dead body of her husband, a distinguished industrialist. Brilliantly weaving together such seemingly disparate elements, Atwood creates a world of astonishing vision and unforgettable impact.",GBP 12.15,9780385720953,0385720955
reading,2010-02-09T13:29:21Z,133,8.9,W. Somerset Maugham,Paperback,164,Dover Publications,The Moon and Sixpence,https://book.douban.com/subject/2154831/,,,USD 5.95,9780486446028,0486446026
read,2010-02-08T15:04:12Z,3,0.0,Tacitus,Paperback,384,Penguin Classics,The Histories,https://book.douban.com/subject/4189754/,,"In AD 68, Nero's suicide marked the end of the first dynasty of imperial Rome. The following year was one of drama and danger, with four emperors-Galba, Otho, Vitellius, and Vespasian- emerging in succession. Based on authoritative sources,  The Histories  vividly recounts the details of the ""long but single year"" of revolution that brought the Roman empire to the brink of collapse.",USD 14.00,9780140449648,0140449647
read,2010-02-07T03:06:27Z,19,8.2,David Lodge,Hardcover,304,Harvill Secker,Deaf Sentence,https://book.douban.com/subject/3114296/,"David Lodge(1935– ), English novelist and critic, b. London, grad. University College, London (B.A., M.A.) and the Univ. of Birmingham (Ph.D.). Lodge taught at the Univ. of Birmingham (1960–87), during which time he wrote studies of Graham Greene (1966) and Evelyn Waugh (1971). His works of criticism, which deal mainly with modern literary theory, include The Language of Fiction (1966), The Modes of Modern Writing (1977), Working with Structuralism (1981), The Art of Fiction (1992), and Consciousness and the Novel (2002). Since 1987 he has been a full-time writer. Lodge has used his deep intimacy with the academic world in many of his novels, which reveal a talent for deft characterization, wry humor, and incisive commentary. At its best, Lodge's fiction combines satire with humane sympathy for his characters. His novels include The Picturegoers (1960), Changing Places (1979), Small World (1985), Nice Work (1988), Paradise News (1991), Therapy (1995), and Thinks... (2001).","Funny and moving by turns, Deaf Sentence is a witty, original and absorbing account of one man’s effort to come to terms with deafness, ageing and mortality, and the comedy and tragedy of human lives.
When the university merged his Department of English with Linguistics, Professor Desmond Bates took early retirement, but he is not enjoying it. He misses the routine of the academic year and has lost his appetite for research. His wife Winifred’s late-flowering career goes from strength to strength, reducing his role to that of escort, while the rejuvenation of her appearance makes him uneasily conscious of the age gap between them. The monotony of his days is relieved only by wearisome journeys to London to check on his aged father who stubbornly refuses to leave the house he is patently unable to live in with safety.
But these discontents are nothing compared to the affliction of hearing loss — a constant source of domestic friction and social embarrassment, leading Desmond into mistakes, misunderstandings and follies. It might be comic for others, but for the deaf person himself, it is no joke. It is his deafness which inadvertently involves Desmond with a young woman whose wayward behaviour threatens to destabilize his life completely.",$25.95,9781846551673,1846551676
read,2010-02-04T11:33:11Z,58,8.2,Richard A. Johnson; Dean W. Wichern,Hardcover,800,Pearson,Applied Multivariate Statistical Analysis,https://book.douban.com/subject/2144119/,,"This market leader offers a readable introduction to the statistical analysis of multivariate observations.  Gives readers the knowledge necessary to make proper interpretations and select appropriate techniques for analyzing multivariate data. Starts with a formulation of the population models, delineates the corresponding sample results, and liberally illustrates everything with examples. Offers an abundance of examples and exercises based on real data.  Appropriate for experimental scientists in a variety of disciplines.",USD 211.40,9780131877153,0131877151
read,2010-01-25T06:18:27Z,54214,9.0,金庸,平装,1599,生活·读书·新知三联书店,笑傲江湖（全四册）,https://book.douban.com/subject/1002299/,金庸本名查良镛，浙江海宁人，1924年生。上海东吴法学院毕业，知名学者、文学家、社会活动家，也是华人世界有成就的老报人。于一1959年在香港亲手创办明报机构，出版报纸、杂志和图书，一九九三年退休。先后创作了十五部长篇及短篇小说，广受当代读者欢迎，至今已蔚为全球华人的共同语言，堪称中国武侠文学的经典之作，其中若干部小说已译成英文、日文、法文、泰文、越文、马来文及朝鲜文等在海外出版发行。曾获颂众多荣衔，包括2000年获香港特别行政区颁授最高荣誉大紫荆勋章，先后获香港大学、香港理工大学、香港公开大学、加拿大英属哥伦比亚大学和日本创价大学授以博士学位，并获得香港大学、加拿大英属哥伦比亚大学、北京大学、浙江大学、苏州大学、南开大学、台北清华大学聘任为名誉教授，以及英国牛津大学圣安东尼学院、慕莲学院，英国剑桥大学鲁宾森学院及李约瑟研究院，澳洲墨尔本大学和新加坡东亚研究所选为荣誉院士，同时还担任浙江大学人文学院院长、教授、博士生导师，英国牛津大学汉学研究院高级研究员。,《笑傲江湖》是金庸1967年写的一部武侠小说，属于金庸的后期作品。,76.80元,9787108006639,7108006634
read,2010-01-03T04:33:50Z,61009,9.1,金庸,平装,1978,生活.读书.新知三联书店,天龙八部,https://book.douban.com/subject/1255625/,"金庸（1924年2月6日—），香港“大紫荆勋贤”。原名查良镛(zhā liáng yōng，英：Louis Cha)，浙江海宁人，当代著名作家、新闻学家、企业家、社会活动家，《香港基本法》主要起草人之一。金庸是新派武侠小说最杰出的代表作家，被普遍誉为武侠小说作家的“泰山北斗”，更有金迷们尊称其为“金大侠”或“查大侠”。
金庸生于1924年，祖籍为安徽省桐城，出生在浙江海宁，查家为当地望族，历史上最鼎盛期为清康熙年间，以查慎行为首叔侄七人同任翰林。现代查氏家族还有两位知名人物，南开大学教授查良铮（穆旦）（四十年代九叶派代表诗人，翻译家），台湾学术界风云人物、司法部长查良钊。出自海宁的著名人物还有王国维和徐志摩。徐志摩是金庸的表兄。金庸祖父查沧珊是“丹阳教案”的当事人。
1937年，金庸考入浙江一流的杭州高中，离开家乡海宁。1939年金庸15岁时曾经和同学一起编写了一本指导学生升初中的参考书《给投考初中者》，畅销内地，这是此类书籍在中国第一次出版，也是金庸出版的第一本书。1941年日军攻到浙江，金庸进入联合高中，那时他17岁，临毕业时因为写讽刺黑板报《阿丽丝漫游记》被开除。另一说是写情书.1944年考入重庆国立政治大学外文系，因对国民党职业学生不满投诉被勒令退学，一度进入中央图书馆工作，后转入苏州东吴大学(今苏州大学)学习国际法。抗战胜利后回杭州进《东南日报》做记者，1948年在数千人参加的考试中脱颖而出，进入《大公报》，做编辑和收听英语国际电讯广播当翻译。不久《大公报》香港版复刊，金庸南下到香港。
1950年，《大公报》所属《新晚报》创刊，金庸调任副刊编辑，主持《下午茶座》栏目，也做翻译、记者工作，与梁羽生（原名陈文统）一个办公桌，写过不少文艺小品和影评（笔名姚馥兰和林欢）。姚馥兰的意思是英文的Your friend.(你的朋友)。1955年开写《书剑恩仇录》，在《大公报》与梁羽生、陈凡（百剑堂主）开设《三剑楼随笔》，成为专栏作家。1957年进入长城电影公司，专职为编剧，写过《绝代佳人》、《兰花花》、《不要离开我》、《三恋》、《小鸽子姑娘》、《午夜琴声》等剧本，合导过《有女怀春》、《王老虎抢亲》（所用笔名为林欢）。
建国不久，金庸为了实现外交家的理想来到北京，但由于种种原因而失望地回到香港，从而开始了武侠小说的创作。
1959年离开长城电影公司，与中学同学沈宝新合资创办《明报》，任主编兼社长历35年，期间又创办《明报月刊》、《明报周刊》、新加坡《新明日报》及马来西亚《新明日报》等。金庸任董事长期间，《明报》成为香港最有影响的报纸之一，有人把它比喻成香港的《泰晤士报》。其对中国时局的预测和分析，是其它报纸不能比拟的。《明报月刊》则是华人世界最文人化的刊物，其对大中华关怀，深受全世界华人好评。
从五十年代末——七十年代初，金庸共写武侠小说15部，1972年宣布封笔，开始修订工作。
1981年后金庸数次回大陆，先后受到邓小平、江泽民等领导人的接见，1985年任香港基本法起草委员会委员，1986年被任命为基本法起草委员会“政治体制”小组港方负责人，1989年辞去基本法委员职务，卸任《明报》社长职务，1992年到英国牛津大学当访问学者，1994年辞去《明报》企业董事局主席职务。1999~2005年任浙江大学人文学院院长。
金庸博学多才。就武侠小说方面，金庸阅历丰富，知识渊博，文思敏捷，眼光独到。他继承古典武侠小说之精华，开创了形式独特、情节曲折、描写细腻且深具人性和豪情侠义的新派武侠小说先河。举凡历史、政治、古代哲学、宗教、文学、艺术、电影等都有研究，作品中琴棋书画、诗词典章、天文历算、阴阳五行、奇门遁甲、儒道佛学均有涉猎，金庸还是香港著名的政论家、企业家、报人，曾获法国总统“荣誉军团骑士”勋章，英国牛津大学董事会成员及两所学院荣誉院士，多家大学名誉博士。
金庸一支笔写武侠，一支笔纵论时局，享誉香江；少年游侠，中年游艺，老年游仙；为文可以风行一世，为商可以富比陶朱，为政可以参国论要：金庸一生的传奇，可谓多姿多彩之至。佛学对金庸的影响很大。在他的文学作品中处处可见金庸中庸平和的风格。",天龙八部乃金笔下的一部长篇小说，与《射雕》，《神雕》等    几部长篇小说一起被称为可读性最高的金庸小说。《天龙》的故事情节曲折，内容丰富，也曾多次被改编为电视作品。是金庸作品中集大成的一部。故事以南宋末年动荡的社会环境为背景，展开波澜壮阔的历史画卷，塑造了乔峰、段誉、虚竹、慕容复等形象鲜明的人物，成为武侠史上的经典之作。故事精彩纷呈，人物命运悲壮多变，是可读性很强的作品，具有震撼人心的力量,96.0,9787108006721,7108006723
read,2009-12-31T04:47:29Z,3,0.0,Egon Balas,Paperback,488,Syracuse University Press,Will to Freedom,https://book.douban.com/subject/3153588/,"Egon Balas, a renowned mathematician, is professor of industrial administration and applied mathematics at Carnegie Mellon's Tepper School of Business.","Will to Freedom is an eyewitness account of the social and political upheaval that shook Eastern Europe from the mid-1930s to the mid-1960s. As an underground resistance fighter, political prisoner, fugitive, and Communist Party official, Egon Balas charts his journey from idealistic young Communist to disenchanted dissident.
Attracted by its anti-Nazi stance, Balas joined the Hungarian Communist Party in 1942, after Hungary had entered the war on Hitler's side. He helped organize work stoppages and distributed antiwar leaflets. In his memoir, he offers a compelling account first of his eventual imprisonment and ordeal under torture and then of his escape and life in hiding.",$ 28.19,9780815609308,0815609302
read,2009-12-22T02:16:19Z,497,9.4,J.R.R. Tolkien,平装,576,HarperCollins Publishers,The Fellowship of the Ring,https://book.douban.com/subject/1386052/,John Ronald Reuel Tolkien (1892年1月3日－1973年9月2日)，英国作家、诗人、语言学家及大学教授。1915年毕业于牛津大学，研习盎格鲁—撒克逊历史和语言，显示出令人瞩目的语言学天才。随后从军，参与一战，一年后因病就医转文职至终战，奇幻写作生涯在此期间发端。1925-1959年于牛津担任教授，同时展开一系列神话故事的创作，认为撰写和阅读神话是对生命中至高真理的沉思。他最脍炙人口的作品有《霍比特人》（1937）和《魔戒》（1954—1955），被誉为现代史诗奇幻作品的鼻祖，影响深远。,"The Lord of the Rings, J.R.R. Tolkien's three-volume epic, is set in the imaginary world of Middle-earth -- home to many strange beings, and most notably hobbits, a peace-loving ""little people,"" cheerful and shy. Since its original British publication in 1954-55, the saga has entranced readers of all ages. It is at once a classic myth and a modern fairy tale. Critic Michael Straight has hailed it as one of the ""very few works of genius in recent literature."" Middle-earth is a world receptive to poets, scholars, children, and all other people of good will. Donald Barr has described it as ""a scrubbed morning world, and a ringing nightmare world...especially sunlit, and shadowed by perils very fundamental, of a peculiarly uncompounded darkness."" The story of this world is one of high and heroic adventure. Barr compared it to Beowulf, C.S. Lewis to Orlando Furioso, W.H. Auden to The Thirty-nine Steps. In fact the saga is sui generis -- a triumph of imagination which springs to life within its own framework and on its own terms.  --This text refers to an out of print or unavailable edition of this title.",14.45美元,9780261102354,0261102354
read,2009-12-15T15:18:47Z,61,9.7,Gerald B. Folland,Hardcover,408,Wiley,Real Analysis,https://book.douban.com/subject/2856363/,,"An in-depth look at real analysis and its applications-now expanded and revised.

This new edition of the widely used analysis book continues to cover real analysis in greater detail and at a more advanced level than most books on the subject. Encompassing several subjects that underlie much of modern analysis, the book focuses on measure and integration theory, point set topology, and the basics of functional analysis. It illustrates the use of the general theories and introduces readers to other branches of analysis such as Fourier analysis, distribution theory, and probability theory.

This edition is bolstered in content as well as in scope-extending its usefulness to students outside of pure analysis as well as those interested in dynamical systems. The numerous exercises, extensive bibliography, and review chapter on sets and metric spaces make Real Analysis: Modern Techniques and Their Applications, Second Edition invaluable for students in graduate-level analysis courses. New features include:
* Revised material on the n-dimensional Lebesgue integral.
* An improved proof of Tychonoff's theorem.
* Expanded material on Fourier analysis.
* A newly written chapter devoted to distributions and differential equations.
* Updated material on Hausdorff dimension and fractal dimension.",USD 179.00,9780471317166,0471317160
read,2009-12-10T13:31:10Z,3,0.0,C. F. Jeff Wu; Michael S. Hamada,Hardcover,760,Wiley,Experiments,https://book.douban.com/subject/4026005/,,"Praise for the First Edition: ""If you . . . want an up-to-date, definitive reference written by authors who have contributed much to this field, then this book is an essential addition to your library.""-Journal of the American Statistical Association Fully updated to reflect the major progress in the use of statistically designed experiments for product and process improvement, Experiments, Second Edition introduces some of the newest discoveries—and sheds further light on existing ones—on the design and analysis of experiments and their applications in system optimization, robustness, and treatment comparison. Maintaining the same easy-to-follow style as the previous edition while also including modern updates, this book continues to present a new and integrated system of experimental design and analysis that can be applied across various fields of research including engineering, medicine, and the physical sciences. The authors modernize accepted methodologies while refining many cutting-edge topics including robust parameter design, reliability improvement, analysis of non-normal data, analysis of experiments with complex aliasing, multilevel designs, minimum aberration designs, and orthogonal arrays. Along with a new chapter that focuses on regression analysis, the Second Edition features expanded and new coverage of additional topics, including:  Expected mean squares and sample size determination One-way and two-way ANOVA with random effects Split-plot designs ANOVA treatment of factorial effects Response surface modeling for related factors Drawing on examples from their combined years of working with industrial clients, the authors present many cutting-edge topics in a single, easily accessible source. Extensive case studies, including goals, data, and experimental designs, are also included, and the book's data sets can be found on a related FTP site, along with additional supplemental material. Chapter summaries provide a succinct outline of discussed methods, and extensive appendices direct readers to resources for further study. Experiments, Second Edition is an excellent book for design of experiments courses at the upper-undergraduate and graduate levels. It is also a valuable resource for practicing engineers and statisticians.",USD 130.00,9780471699460,0471699462
read,2009-12-10T13:30:23Z,55,9.2,罗斯,,782,人民邮电,应用随机过程,https://book.douban.com/subject/2122527/,,"《应用随机过程概率模型导论(英文版·第9版)》叙述深入浅出，涉及面广。主要内容有随机变量、条件概率及条件期望、离散及连续马尔可夫链、指数分布、泊松过程、布朗运动及平稳过程、更新理论及排队论等；也包括了随机过程在物理、生物、运筹、网络、遗传、经济、保险、金融及可靠性中的应用。特别是有关随机模拟的内容，给随机系统运行的模拟计算提供了有力的工具。除正文外，《应用随机过程概率模型导论(英文版·第9版)》有约700道习题，其中带星号的习题还提供了解答。
《应用随机过程概率模型导论(英文版·第9版)》可作为概率论与统计、计算机科学、保险学、物理学、社会科学、生命科学、管理科学与工程学等专业随机过程基础课教材。",89.00元,9787115160232,7115160236
read,2009-11-25T07:00:04Z,43,8.0,赫尔穆特·科普卡,平装,NA,机械工业出版社,LATEX实用教程（英文版・第4版）,https://book.douban.com/subject/1289150/,,本书特色：　　强调LATEX作为一种标记语言的使用，其作用与XML的核心思想一致，即分离格式与内容。　　详细讨论了重要的组件，并附有与其相关的标准的内容。　　本书附带的光盘涵盖了本书中的大量信息，以及可以在Windows、Mac OS X和Linux系统下安装使用的LATEX完全版。,69.0,9787111158981,7111158989
read,2009-11-20T11:45:55Z,4,0.0,Suetonius,Paperback,363,Penguin Classics,The Twelve Caesars (Penguin Classics),https://book.douban.com/subject/1993179/,,,USD 15.00,9780140449211,0140449213
read,2009-10-31T10:35:08Z,2,0.0,Jon Meacham,Paperback,483,Random House Trade Paperbacks,American Lion,https://book.douban.com/subject/3680235/,,"Andrew Jackson, his intimate circle of friends, and his tumultuous times are at the heart of this remarkable book about the man who rose from nothing to create the modern presidency. Beloved and hated, venerated and reviled, Andrew Jackson was an orphan who fought his way to the pinnacle of power, bending the nation to his will in the cause of democracy. Jackson’s election in 1828 ushered in a new and lasting era in which the people, not distant elites, were the guiding force in American politics. Democracy made its stand in the Jackson years, and he gave voice to the hopes and the fears of a restless, changing nation facing challenging times at home and threats abroad. To tell the saga of Jackson’s presidency, acclaimed author Jon Meacham goes inside the Jackson White House. Drawing on newly discovered family letters and papers, he details the human drama–the family, the women, and the inner circle of advisers–that shaped Jackson’s private world through years of storm and victory.

One of our most significant yet dimly recalled presidents, Jackson was a battle-hardened warrior, the founder of the Democratic Party, and the architect of the presidency as we know it. His story is one of violence, sex, courage, and tragedy. With his powerful persona, his evident bravery, and his mystical connection to the people, Jackson moved the White House from the periphery of government to the center of national action, articulating a vision of change that challenged entrenched interests to heed the popular will–or face his formidable wrath. The greatest of the presidents who have followed Jackson in the White House–from Lincoln to Theodore Roosevelt to FDR to Truman–have found inspiration in his example, and virtue in his vision.

Jackson was the most contradictory of men. The architect of the removal of Indians from their native lands, he was warmly sentimental and risked everything to give more power to ordinary citizens. He was, in short, a lot like his country: alternately kind and vicious, brilliant and blind; and a man who fought a lifelong war to keep the republic safe–no matter what it took. 

Jon Meacham in  American Lion  has delivered the definitive human portrait of a pivotal president who forever changed the American presidency–and America itself.


 From the Hardcover edition.",USD 18.00,9780812973464,0812973461
read,2009-10-26T02:21:49Z,7,0.0,Jorge Cham,,184,Piled Higher & Deeper Pub,Academic Stimulus Package,https://book.douban.com/subject/3665619/,,,USD 15.00,9780972169547,0972169547
read,2009-10-26T02:14:38Z,13,8.4,Jorge Cham,Perfect Paperback,160,Piled Higher and Deeper Publishing,Scooped! The Third Piled Higher and Deeper Comic Strip Collection,https://book.douban.com/subject/3590208/,"Jorge Cham received his PhD in Engineering from Stanford University, where he started drawing the popular comic strip Piled Higher and Deeper. He was subsequently an Instructor and Researcher at the California Institute of Technology (Caltech) .","非常有趣的关于博士生的漫画，画尽博士生生涯的酸甜苦辣。本书是全套的第三本，包括
- Scientific Method vs. Actual Method
- How to Write your Thesis Title
- Valentine Gift Ideas for your Advisor
- Anatomy of a Group Meeting ...and more!
等一系列漫画。在官方主页http://www.phdcomics.com/上，博士生漫画仍在继续更新。",USD 13.50,9780972169530,0972169539
read,2009-10-22T10:11:07Z,21,9.6,Jorge Cham,Paperback,152,Piled Higher and Deeper Publishing,Life is tough and then you graduate,https://book.douban.com/subject/1892101/,,,USD 13.50,9780972169523,0972169520
read,2009-10-19T02:40:35Z,33,9.6,Jorge Cham,Paperback,175,Piled Higher & Deeper Pub,Piled Higher and Deeper,https://book.douban.com/subject/1892100/,http://www.phdcomics.com/comics.php,,USD 12.00,9780972169509,0972169504
read,2009-08-12T15:20:27Z,5081,8.3,[爱尔兰] 萨缪尔·贝克特,平装,106,人民文学出版社,等待戈多,https://book.douban.com/subject/1051714/,"萨缪尔·贝克特（Samuel Beckett, 1906-1989）是先用英语后用法语写作的爱尔兰作家，也是法国荒诞派剧作家的主要代表之一。他获1969年诺贝尔文学奖。","《等待戈多》写的是发生在两个黄昏的事情，但是没有什么情节可言。主角是两个流浪汉，背景是一片荒野，路旁只有一棵枯树，两个流浪汉就是树下等待着一个叫戈多的人。他们一面做着闻臭靴子之类的无聊动作，一面在语无论次地梦呓。最后有一个男孩来说戈多今晚不来了，第一幕就算结束。第二幕就是第一幕的重复，只是当知道戈多又不来的时候，他们就想上吊，结果裤带一拉就断，于是只能毫无希望地等待下去。
写于1948年的两幕剧《等待戈多》历来被认为是荒诞派戏剧的经典之作。",6.80元,9787020036967,7020036961
read,2009-08-10T07:58:02Z,44,7.3,格拉斯,简裝本,148,上海译文出版社,相聚在特尔格特,https://book.douban.com/subject/1272841/,,"十七世纪上半叶，德国各宗教派别、德意志皇帝和各诸侯之间的矛盾深重，冲突连绵不断，在经历了30年战争后，一批文人志士相聚在小城特尔格特，他们谈古论今，畅所欲言，在探讨诗歌、戏剧等严肃的学术问题的同时，还痛心疾首哀叹自身和祖国的命运；他们借助诗文，共谋祖国统一大业，可在高谈阔论的同时，又插科打浑，粗话连篇，荤话迭出，还“不拘小节”同女仆和女店主苟合；最后他们甚至还共同草拟了一份“和平呼吁书”，但一场意外的大火将聚会场所和“呼吁书”化为灰烬，文人志士们所有的美好愿望也随之烟消云散。
小说中描述的那些诗人、剧作家、文艺理论家等，德国历史上都确有其人，在作者的笔下，他们的背后分别隐藏德国当今文坛的一些重要人物，如小说中的主人公西蒙·达赫和格仁豪森分别是德国当代最著名的文学团体“四七”社的负责人汉斯·维尔纳·里希特和作者格拉斯本人的化身。作者以借古喻今的写作手法，生动地描写了“四七”社在上世纪60年代的活动，表达了作者忧国忧民的情怀。
本书是作者最成功的小说之一，1979年出版后，很长一段时间内成为德国的畅销书。",15.00元,9787532735129,7532735125
read,2009-08-04T15:37:37Z,435,8.2,约瑟夫·康拉德,平装,237,人民文学出版社,黑暗的心,https://book.douban.com/subject/1535600/,,本书包括了原书的全文，还由美国文学方面的学者作了详尽的注释，帮助读者理解原文。注释既包括语言方面的内容，又介绍了一些文化背景方面的知识。是公认的二十世纪文学经典、剥葱皮一样把殖民主义者的心态一层层刻画得淋漓尽致。本书具有鲜明的现代主义特色。作者康拉德用了马洛这样一个叙述者，让他以回忆者的身份出现在故事里，他的叙述穿梭于过去与现在、自己和库尔兹及听众之间，让读者分享着他的各种情绪，这种叙述角度的交替，开创了一种新的叙述模式，代替了传统的线性叙述方法。另外，小说中隐喻、象征等修辞手段的运用还使作品极具可读性。“黑暗的心”本身就含有双层寓意：既指地理意义上的黑色的非洲腹地，也指殖民者黑暗的内。本书大量修辞手法的运用大大丰富了作品的意蕴，深化了小说的主题，使小说的思想内容、艺术风格不亚于20世纪任何一部现代主义小说。,9.80元,9787020035632,7020035639
read,2009-08-02T23:09:20Z,94,8.6,"（希）卡赞扎基（Kazantzakis,N",精裝本,311,译林出版社,希腊奇人佐尔巴,https://book.douban.com/subject/1483814/,,"这是一部关于希腊老工人阿历西斯·佐尔巴的传奇故事。
佐尔巴与作者相遇于克里特岛,共同在岛上采掘褐煤。但两人都很清楚，他们急切地等待太阳下山和工人下班，然后两人就可以在海岸边喝酒、聊天。
作者听佐尔巴讲述他的过去,讲述奥林匹斯的乡村、保加利亚的游击队、圣索非亚、褐煤、白云石、女人、上帝、爱国行动和死亡。
佐尔巴的经历和思想对作者产生了强烈的震撼,冲破了人们固有的一切道德、宗教和爱国主义的樊篱。
作者认为,佐尔巴是“我一生中认识到的一个最伟大的心灵、最坚实的躯体、最自由的呼声”。",18.50元,9787806577905,7806577904
read,2009-07-31T15:24:46Z,1549,8.7,[哥伦比亚] 加西亚·马尔克斯,,NA,中央编译出版社,一桩事先张扬的凶杀案,https://book.douban.com/subject/1899082/,加西亚·马尔克斯（1928- ）是当代拉美著名作家，因其长篇巨著《百年孤独》而获得诺贝尔文学奖。,"《一桩事先张扬的凶杀案》描写的是发生在1951年的真人真事。出身显赫的巴亚多·圣·罗曼来到加勒比海沿岸的一个小镇，爱上了出身平庸的安赫拉·维卡略。这个在“金钱上游泳”的富翁为新娘买下了镇上最豪华的房子，举行了奢华无度的隆重的婚礼，以为用金钱和无限的权势买到了幸福。然而新婚之夜他却发现新娘不是处女，万分沮丧之下，几个小时之后就把她休回了娘家。姑娘的母亲大为恼火，当即将女儿毒打一顿，而后又叫来姑娘的两个哥哥，逼问是谁破坏了她的贞节。姑娘无奈之下将其归罪于一个叫圣地亚哥·纳赛尔的人，两个哥哥不分青红皂白，拿上杀猪刀凶残地杀害了圣地亚哥·纳赛尔这个无辜者。一桩悲剧发生了。 小说通过一个小题材，辛辣地嘲讽了权贵，无情地揭露和批判了愚昧无知的封建礼教、封建思想、封建观念、封建迷信和仇杀行为，从一个侧面较为深刻地揭示了拉丁美洲的社会现实。 《纯真的埃伦蒂拉和残忍的祖母》在加西亚·马尔克斯的短篇小说中占相当重要的地位。作者用细腻的笔触描述了一个十四岁的小姑娘被贪财的黑心祖母逼良为娼的故事。作品情节生动感人，催人泪下，读来令人爱不释手。

序言
一桩事先张扬的凶杀案
纯真的埃伦蒂拉与残忍的祖母

这部被加西亚·马尔克斯本人称之为自己最好的作品，讲述的是一个无辜的年轻人，在镇上大部分人知情而自己一无所知的情况下，被残酷杀害的真实故事。作家把一系列几乎无法用数字计算的大大小小的巧合事件和众多人物有机地连在一起，以惊人的想像力和创作才华将一种司空见惯的现象升华为一幕触目惊心的悲剧",15,9783453109193,3453109198
read,2009-07-31T13:47:54Z,14,7.5,汉斯-乌尔里希·特莱希尔,平装(无盘),199,人民文学出版社,尘世的爱神,https://book.douban.com/subject/1142163/,,《尘世的爱神》是“21世纪年度最佳外国小说”评选中2002年度德语文学入选作品。身体和性的问题一直让主人公阿尔伯特困惑不已，并给他带来了不少麻烦。他在大学里学艺术史，学院里烦琐而不乏荒唐的“学术研究”令他茫然无措。他爱上了在柏林做服务员的意大利姑娘埃琳娜。埃琳娜要回国开一家美容院，阿尔伯特也带着自己的梦想随其来到了她的家乡萨丁岛，可岛上的现实很快令他失望，他只有黯然离去。小说的笔调暗含反讽又略带感伤，反映了一个当代“德国知识青年”的“失重”状态。,12.0,9787020043842,7020043844
read,2009-07-29T01:43:55Z,43,7.8,(美)莉莉·塔克,平装,310,人民文学出版社,巴拉圭消息,https://book.douban.com/subject/1488796/,莉莉·塔克（1938—）生于法国巴黎，少年时曾在秘鲁和乌拉圭等南美国家居住，现居美国纽约市和缅因州两地；熟稔英语、法语和西班牙语三种语言。她的短篇小说曾出现在《纽约人》、《小说》、《巴黎评论》等重量级文学刊物上；出版过的长篇小说除了《马拉圭消息》、还有《站着死的女人》、《走在水上的女人》、《暹罗》和《林博，及我居住过的其他地方》等女性探索题材的小说。,"《巴拉圭消息》是“21世纪年度最佳外国小说”评选中2004年度美国文学入选作品。本书通过十九世纪中叶巴黎风流美艳的爱尔兰女子埃拉·林奇与巴拉圭独裁者弗朗西斯科·索拉诺·洛佩斯长达十六年的情爱经历，用简洁而入木三分的笔法，描写了发生在那个年代的政治、战争、阴谋、爱情、亲情、死亡、疫病、自然和人文。它们交织在一起，展现了三国联盟战争期间南美洲的一幅宏大的历史画卷。
本书2004年获美国国家图书奖小说奖。",22.00元,9787020054299,7020054293
